state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute,cluster,prob
OR,12,area_code_415,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0,63.68,609.0,292,0.10456486042692939,1,1.320362e-05
OR,64,area_code_510,0,0,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,0,59.76,516.2,291,0.11576908175125919,1,3.774068e-05
NV,92,area_code_415,0,1,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,0,59.220000000000006,599.3,292,0.09881528449858169,0,0.0111942915
MN,125,area_code_415,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,1,75.07000000000001,713.2,317,0.10525799214806507,3,0.9879546
OK,160,area_code_408,0,0,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,0,65.16,653.8,370,0.09966350565922301,1,0.0014678178
KS,79,area_code_415,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0,58.63,584.1000000000001,317,0.10037664783427494,1,5.96717e-05
RI,36,area_code_415,0,0,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,0,70.28,698.5999999999999,321,0.10060120240480963,1,7.036477e-05
DC,102,area_code_415,0,0,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,0,60.43,621.1,352,0.0972951215585252,1,0.00014565214
IL,138,area_code_408,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0,72.28999999999999,647.9,297,0.1115758604722951,1,0.0010712409
UT,164,area_code_510,0,0,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0,61.83,581.8,295,0.10627363355104848,1,7.629482e-05
MN,125,area_code_415,0,0,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1,74.97,707.3,244,0.10599462745652481,3,0.9966762
WI,72,area_code_408,0,0,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0,53.53,507.70000000000005,313,0.10543628126846562,2,1.8864568e-05
MI,74,area_code_415,0,0,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,1,87.27999999999999,807.8,314,0.10804654617479573,3,0.9990947
MI,134,area_code_415,0,1,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0,65.55,658.6999999999999,276,0.09951419462577805,0,0.00034884494
MA,145,area_code_415,0,0,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,0,66.75999999999999,689.1,282,0.09687998839065447,1,0.00080116425
AL,136,area_code_510,0,0,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,0,45.45,463.5,314,0.09805825242718447,2,0.0014843344
SC,209,area_code_510,0,0,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,1,75.08,712.2,311,0.10541982589160347,3,0.9996902
WI,66,area_code_415,1,0,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,0,64.35999999999999,655.0,285,0.0982595419847328,1,0.0005269412
VT,152,area_code_510,0,1,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,0,54.5,489.79999999999995,341,0.11126990608411598,0,0.00034052282
CT,162,area_code_408,0,0,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,0,33.0,408.20000000000005,368,0.08084272415482606,2,2.6016733e-05
OR,72,area_code_510,0,0,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,0,48.75000000000001,514.9000000000001,331,0.09467857836473101,2,1.5517164e-05
HI,101,area_code_415,0,0,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0,72.82000000000001,655.1000000000001,299,0.11115860174019232,1,5.369786e-05
WV,125,area_code_415,0,0,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,0,61.54,553.2,318,0.11124367317425884,1,4.138719e-05
RI,46,area_code_408,0,0,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,0,30.48,366.9,281,0.0830744071954211,2,0.0019299623
MI,132,area_code_408,0,0,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1,80.44,725.9999999999999,327,0.11079889807162537,3,0.99961203
ME,193,area_code_415,0,1,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,0,32.86,363.09999999999997,274,0.09049848526576701,2,0.00057301257
WV,63,area_code_510,0,0,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1,78.4,723.6,302,0.10834715312327253,3,0.99864215
NE,124,area_code_510,0,0,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,0,65.65,645.1,362,0.1017671678809487,1,0.00045852026
DC,144,area_code_415,0,0,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0,57.8,629.0,298,0.09189189189189188,2,0.00010001393
NH,116,area_code_408,0,1,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,0,57.66,560.3,322,0.10290915580938784,0,0.00036250055
MD,189,area_code_415,0,1,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,0,54.81,536.1999999999999,281,0.10221932114882508,0,0.00011092879
NH,97,area_code_408,0,1,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,0,79.62,787.4,278,0.10111760223520448,0,0.0013341588
WV,137,area_code_510,0,1,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,0,59.81000000000001,592.2,306,0.10099628503883824,0,0.002129895
IL,142,area_code_415,0,1,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,0,51.69,552.6999999999999,351,0.09352270671250226,0,0.0007246801
OK,84,area_code_510,0,0,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,0,63.47999999999999,613.8,337,0.10342130987292276,1,0.00048308593
NH,119,area_code_415,0,1,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,0,61.25000000000001,627.2,340,0.09765625,0,2.0521346e-05
MI,158,area_code_415,0,0,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0,57.25,597.5,284,0.09581589958158995,1,0.00031941547
ND,50,area_code_415,0,0,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,0,71.13000000000001,599.1,339,0.11872809213820733,1,0.00042232848
LA,98,area_code_408,0,0,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0,46.309999999999995,461.3,290,0.10039020160416214,2,0.0012507704
HI,101,area_code_415,0,1,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,0,44.56999999999999,464.90000000000003,282,0.09587007958700794,2,0.00016818303
NJ,182,area_code_415,0,0,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1,75.15,686.6,349,0.10945237401689485,3,0.9974004
WV,51,area_code_408,0,0,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,0,52.75,517.8,270,0.1018733101583623,2,4.8709706e-05
NC,117,area_code_510,0,0,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0,57.540000000000006,510.99999999999994,348,0.11260273972602743,1,2.3250097e-05
PA,92,area_code_415,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0,66.93,591.4000000000001,340,0.11317213391951302,1,0.0018169511
MI,86,area_code_408,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0,58.580000000000005,605.9000000000001,322,0.09668262089453705,1,5.36028e-05
WY,122,area_code_415,0,0,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,0,51.2,563.8000000000001,324,0.09081234480312167,2,0.006139087
NJ,156,area_code_408,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,0,64.66999999999999,651.2,373,0.09930896805896804,0,0.0013307596
NJ,127,area_code_510,0,0,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1,74.83,719.4,317,0.10401723658604392,3,0.9992411
NC,130,area_code_408,1,0,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1,77.92,723.5,322,0.10769868693849344,3,0.99999774
NM,158,area_code_408,0,0,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,0,61.709999999999994,664.3,289,0.09289477645642029,1,0.00011380419
MS,145,area_code_510,1,1,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,0,56.339999999999996,573.3000000000001,312,0.09827315541601254,0,0.00051879406
TX,90,area_code_415,1,1,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1,57.97,584.4,287,0.09919575633127994,3,0.9995714
OK,127,area_code_510,0,1,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0,35.43,508.5,379,0.06967551622418879,2,0.0011355685
ID,109,area_code_415,0,0,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0,62.89,648.6999999999999,367,0.0969477416371204,1,0.003447991
AL,88,area_code_415,0,0,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,0,52.27,483.9,281,0.10801818557553215,2,1.05831405e-05
WY,101,area_code_510,0,1,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0,54.25,520.0,311,0.10432692307692308,2,4.2361426e-05
HI,171,area_code_510,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,61.38,630.9,292,0.09728958630527818,1,0.0003752992
VA,21,area_code_415,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0,69.35,666.8,370,0.10400419916016797,1,0.00044367288
WV,145,area_code_408,0,1,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0,69.3,686.5,329,0.10094683175528041,0,0.000578755
DE,90,area_code_415,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0,69.52,716.4000000000001,313,0.09704075935231712,1,0.004176074
CA,33,area_code_408,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0,50.260000000000005,464.4,327,0.10822566752799312,2,0.00018755012
PA,61,area_code_408,0,1,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1,43.78,469.90000000000003,297,0.0931687593104916,3,0.98009527
CO,107,area_code_415,0,0,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,0,59.17000000000001,535.3,324,0.11053614795441812,1,1.4935085e-06
MD,147,area_code_408,0,0,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1,80.71000000000001,795.6000000000001,258,0.10144544997486173,3,0.9983016
AL,117,area_code_510,0,0,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0,52.480000000000004,525.4000000000001,254,0.099885801294252,2,8.8263354e-05
AL,95,area_code_415,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0,67.82000000000001,617.9000000000001,338,0.10975886065706425,1,0.003242175
KS,186,area_code_510,0,0,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0,48.32,480.59999999999997,307,0.10054099042863089,2,2.6275851e-05
MI,128,area_code_415,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0,64.2,648.6999999999999,278,0.09896716509942964,1,2.3266987e-06
AK,55,area_code_408,0,1,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0,52.120000000000005,572.2,326,0.09108703250611674,0,0.00039584568
OH,134,area_code_415,0,0,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0,27.77,378.6,270,0.07334918119387215,2,0.0018882072
IN,96,area_code_415,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0,62.46999999999999,692.0,293,0.09027456647398843,0,1.1693248e-05
SC,107,area_code_415,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,67.08,629.3,268,0.10659462895280471,1,9.939159e-06
KS,123,area_code_415,0,0,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0,42.49,356.3,297,0.11925343811394892,2,5.5104774e-05
OK,35,area_code_415,0,0,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0,68.94999999999999,753.6999999999999,252,0.09148202202467824,1,0.00031531305
WI,74,area_code_408,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0,64.51,667.0,376,0.09671664167916043,1,0.00018231965
IN,130,area_code_408,0,0,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0,43.69,437.8,367,0.09979442667884879,2,0.0005477293
IL,137,area_code_408,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1,71.03999999999999,691.6,272,0.10271833429728165,3,0.9989936
TN,88,area_code_415,0,0,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0,59.510000000000005,599.3,339,0.0992991823794427,1,0.00054200954
DC,80,area_code_408,0,0,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0,32.89,394.4,275,0.08339249492900609,2,0.00018475637
NC,116,area_code_408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0,53.11,542.0,343,0.09798892988929889,0,0.00034270142
RI,123,area_code_510,0,1,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,0,78.99,764.6,306,0.10330891969657337,0,0.00402851
MS,120,area_code_415,0,0,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0,48.19,506.59999999999997,328,0.09512435846821951,2,0.0008760802
VA,146,area_code_415,1,0,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0,58.08,650.7,310,0.08925772245274319,2,0.00028082504
KY,106,area_code_510,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0,48.47,501.40000000000003,302,0.09666932588751495,2,0.00053274166
NV,121,area_code_408,0,1,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,0,46.83,524.9000000000001,306,0.0892169937130882,0,0.00040052345
WI,137,area_code_510,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0,51.6,550.8000000000001,255,0.09368191721132897,2,0.0020944274
NH,84,area_code_408,0,1,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0,47.32,526.5,239,0.08987654320987655,0,0.0017772956
NE,67,area_code_510,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0,60.160000000000004,607.4000000000001,247,0.09904511030622323,0,0.003943481
WI,161,area_code_408,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1,50.78,511.29999999999995,305,0.09931547036964601,3,0.9964311
NJ,134,area_code_510,0,1,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1,71.22000000000001,665.1,321,0.10708164185836717,3,0.97716844
ME,62,area_code_415,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1,69.46000000000001,660.5,365,0.10516275548826648,3,0.98762196
WY,120,area_code_415,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,0,68.57000000000001,637.8,294,0.10751019128253372,0,3.9015144e-05
IN,130,area_code_408,0,1,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,0,61.76,599.6999999999999,368,0.10298482574620645,0,0.006719309
WI,20,area_code_408,0,0,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0,68.91,725.6,253,0.09496968026460859,1,0.014428318
VT,68,area_code_415,0,0,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,0,56.69,579.0,329,0.09791018998272884,1,0.00025011116
CA,112,area_code_415,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,63.87999999999999,608.1,356,0.10504851175793453,1,0.0006137228
IN,77,area_code_408,0,0,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0,65.37,691.5,281,0.09453362255965293,1,0.0006987682
SC,109,area_code_415,0,0,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0,66.57000000000001,665.5,248,0.10003005259203608,1,0.0005604765
IN,108,area_code_415,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0,62.51,620.8,306,0.10069265463917526,1,3.959397e-05
IA,79,area_code_415,0,1,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0,61.25,632.6,324,0.09682263673727473,0,5.159097e-05
MD,119,area_code_408,0,0,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,74.67999999999999,724.4,265,0.10309221424627277,3,0.9982009
MN,38,area_code_510,0,0,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,1,56.56,534.6,323,0.10579872802095024,3,0.98568314
AR,109,area_code_415,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1,53.839999999999996,608.4,328,0.08849441157133464,3,0.9941203
MS,78,area_code_415,0,0,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0,45.150000000000006,514.6,286,0.08773804897007385,2,0.00074717094
MN,134,area_code_415,0,0,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0,73.42999999999999,698.2,345,0.1051704382698367,1,0.0024072519
WA,47,area_code_415,0,1,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0,53.75,584.4000000000001,308,0.09197467488021902,0,0.0001721482
MS,59,area_code_408,0,1,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0,40.29,404.0,285,0.09972772277227722,2,0.00031637115
ID,151,area_code_415,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0,69.6,717.6,294,0.09698996655518394,1,0.0008504692
NC,129,area_code_415,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,0,42.02,498.5,376,0.08429287863590773,2,0.0010728744
VA,107,area_code_510,0,1,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0,81.98,763.1999999999999,328,0.107416142557652,0,0.004661973
MT,137,area_code_408,1,0,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1,75.54,688.6,332,0.10970084228870172,3,0.99989927
MI,76,area_code_510,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0,44.65999999999999,506.40000000000003,296,0.08819115323854658,2,0.0005625716
HI,24,area_code_415,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0,62.60999999999999,553.1,399,0.11319833664798407,1,0.0005752899
NC,169,area_code_408,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0,52.50000000000001,515.0999999999999,265,0.10192195690157255,2,0.0005462575
MN,30,area_code_408,0,0,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0,38.29,490.7,274,0.07803138373751783,2,0.00027903263
WV,70,area_code_415,0,0,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0,59.96,572.1,311,0.10480685194895997,1,1.7922328e-05
SD,52,area_code_510,1,0,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,1,71.06,651.0,253,0.10915514592933948,3,0.99959046
HI,3,area_code_408,0,0,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0,59.47,682.0,301,0.08719941348973607,1,0.0004752034
MS,38,area_code_415,0,0,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0,50.72,543.8,321,0.09326958440603164,2,0.0031336052
NY,104,area_code_415,0,0,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0,66.98,584.5,285,0.11459366980325064,1,0.00013002264
LA,27,area_code_408,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0,43.93,519.9,331,0.08449701865743413,2,0.0031096395
KS,166,area_code_415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0,60.31,569.3,280,0.10593711575619183,0,0.0006259758
MA,13,area_code_408,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0,70.76,704.5000000000001,301,0.1004400283889283,1,0.0009191806
AK,52,area_code_408,0,0,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,59.07,515.4,302,0.11461001164144355,1,1.25669385e-05
SD,114,area_code_415,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,57.68,607.7,303,0.09491525423728812,0,4.4145134e-05
CO,156,area_code_408,0,0,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,49.260000000000005,522.8,308,0.09422341239479726,2,0.0001345938
NH,90,area_code_415,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,67.89,682.1,252,0.09953086057762792,0,2.568974e-05
WV,62,area_code_415,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,52.09,484.7,330,0.10746853723952962,2,0.000115876246
AZ,82,area_code_415,0,1,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,58.480000000000004,652.4000000000001,301,0.08963825873697118,0,0.000118380325
ME,52,area_code_510,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,49.05,542.5999999999999,277,0.09039808330261703,2,0.0016919167
NH,146,area_code_510,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,50.53,558.3000000000001,256,0.0905068959340856,2,9.089388e-05
RI,120,area_code_415,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,72.58,734.3000000000001,322,0.09884243497208224,0,0.00012524839
ID,130,area_code_415,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,74.41,663.8,322,0.11209701717384754,3,0.9984256
WI,90,area_code_408,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,36.459999999999994,410.19999999999993,275,0.08888347147732813,2,3.99811e-05
NM,147,area_code_408,1,0,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,52.98,469.6,315,0.11281942078364564,1,0.0025076151
WY,159,area_code_415,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,49.76,461.6000000000001,256,0.10779896013864816,3,0.98169357
IL,74,area_code_510,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,58.81,639.3,364,0.09199124041920852,0,0.0029215657
TX,130,area_code_408,0,0,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,68.26,637.1,275,0.10714173599121017,1,0.0024584925
RI,155,area_code_408,1,0,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,59.88,562.4,316,0.10647226173541964,1,0.0072348285
MI,87,area_code_415,0,0,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,60.099999999999994,535.4,271,0.11225252147926783,1,7.0999966e-05
OR,81,area_code_415,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,87.27000000000001,761.8000000000001,213,0.11455762667366763,3,0.9974909
VA,99,area_code_510,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,50.44,501.6,349,0.10055821371610844,2,0.00033503058
SD,131,area_code_510,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,60.85,601.2,349,0.10121423819028609,1,0.00034936547
AL,89,area_code_510,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,52.61,568.4999999999999,248,0.09254177660510116,3,0.9951434
MS,123,area_code_415,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1,45.34,512.6,341,0.08845103394459618,3,0.99870884
MS,130,area_code_510,0,1,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,0,75.37,698.1,353,0.10796447500358115,0,0.0055613294
HI,99,area_code_415,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0,44.08,450.9,262,0.09776003548458638,2,0.00016896696
WV,36,area_code_408,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0,61.85,645.6,363,0.09580235439900868,1,0.001459852
WV,87,area_code_415,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0,49.43,561.5,313,0.0880320569902048,2,0.0036600062
WV,139,area_code_415,0,0,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0,68.69,575.5000000000001,380,0.11935708079930492,1,8.835546e-06
