state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
SD,93,area_code_510,0,0,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,1,84.67999999999999,792.0,313,0.10691919191919191
OK,154,area_code_415,1,0,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,1,54.53,549.4,326,0.0992537313432836
KS,57,area_code_415,0,1,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,0,68.14,647.3,310,0.10526803645913796
IA,130,area_code_510,0,0,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,0,56.96,603.6999999999999,319,0.09435149908895148
NJ,151,area_code_415,0,0,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,0,56.2,605.2,266,0.09286186384666226
NJ,162,area_code_408,0,0,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,1,74.8,757.6999999999999,229,0.09871980995116801
MT,60,area_code_415,0,0,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,0,61.14,697.2,340,0.08769363166953528
IA,81,area_code_510,0,0,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,0,71.14999999999999,714.7,235,0.09955225968938014
WA,132,area_code_415,0,0,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,0,64.31,561.9,337,0.11445096992347394
NE,86,area_code_408,0,0,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,0,43.620000000000005,489.3,334,0.08914776210913551
TX,136,area_code_408,0,0,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,1,79.64,766.2,322,0.10394152962672931
MS,121,area_code_415,0,1,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,0,50.81,539.0,318,0.09426716141001856
IA,105,area_code_510,0,1,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,0,44.699999999999996,543.6,355,0.08222958057395142
WI,105,area_code_415,0,1,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,0,63.339999999999996,576.1999999999999,244,0.10992710864283235
MT,51,area_code_415,0,1,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,0,73.82,692.5,258,0.10659927797833935
GA,64,area_code_408,0,0,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,0,46.55,486.19999999999993,317,0.09574249280131635
MT,80,area_code_510,1,1,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,0,57.83,574.5,365,0.10066144473455178
ND,56,area_code_415,0,0,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,0,69.66,615.1,324,0.11324987806860672
VT,120,area_code_415,0,0,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,0,56.019999999999996,602.8,311,0.09293297942932979
SD,103,area_code_510,0,0,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,0,63.65,619.5,340,0.10274414850686037
OH,164,area_code_510,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,0,55.07000000000001,582.2,354,0.09458948814840262
OH,116,area_code_415,0,1,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,0,64.07,634.0,280,0.10105678233438485
MT,121,area_code_408,0,0,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,0,59.53,585.8,302,0.10162171389552749
IL,55,area_code_415,1,0,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,0,72.49,668.5,317,0.10843679880329095
NV,183,area_code_415,0,0,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,0,50.27,554.5,324,0.09065825067628494
UT,104,area_code_408,0,0,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,0,72.9,613.9,368,0.11874898191887931
NH,90,area_code_408,0,0,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,0,49.33,481.20000000000005,328,0.10251454696591852
LA,82,area_code_415,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,0,54.5,480.9,291,0.11332917446454564
VT,101,area_code_415,0,0,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,0,54.379999999999995,567.3,328,0.09585757095011457
NY,9,area_code_415,0,1,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,0,43.65,507.5,296,0.08600985221674877
CT,97,area_code_415,0,0,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,0,73.06,749.6,263,0.09746531483457845
KS,94,area_code_408,0,0,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1,76.22,729.5,314,0.10448252227553119
MI,127,area_code_510,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0,69.44999999999999,703.3,276,0.09874875586520687
SD,125,area_code_510,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0,72.59000000000002,618.4999999999999,325,0.11736459175424419
ME,140,area_code_415,0,0,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,0,62.68000000000001,659.5999999999999,331,0.09502728926622198
MD,90,area_code_415,0,0,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0,44.419999999999995,505.30000000000007,392,0.08790817336235897
VA,67,area_code_415,0,0,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,0,54.31,589.4000000000001,261,0.09214455378350864
NJ,113,area_code_415,0,0,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,0,61.74999999999999,583.7,250,0.10579064587973272
TN,121,area_code_510,0,1,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0,64.56,659.6,308,0.09787750151607034
DC,93,area_code_408,0,0,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,0,57.019999999999996,555.1999999999999,280,0.10270172910662825
DC,121,area_code_408,0,0,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,0,50.6,444.8,279,0.1137589928057554
OR,53,area_code_408,0,0,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,1,76.29,697.8,338,0.10932932072227
RI,75,area_code_415,0,0,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,0,58.4,544.4,285,0.10727406318883174
AK,132,area_code_510,0,0,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,0,69.74,746.4000000000001,322,0.09343515541264735
WI,162,area_code_408,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0,48.529999999999994,451.9,350,0.10739101571144058
IN,140,area_code_415,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0,61.29,645.8,343,0.09490554351192321
MI,91,area_code_408,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0,58.58,632.1,342,0.09267520961873121
ID,73,area_code_510,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0,56.85,545.1999999999999,372,0.10427366104181954
NH,95,area_code_408,1,0,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,1,72.73,702.7,331,0.10350078269531805
MN,145,area_code_408,0,0,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,0,68.66000000000001,668.2,363,0.10275366656689615
AZ,100,area_code_415,0,0,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,0,42.46999999999999,401.29999999999995,275,0.10583104909045601
MN,122,area_code_415,0,0,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0,71.04,684.8,322,0.10373831775700937
MO,109,area_code_415,0,0,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,0,73.42999999999999,748.9,265,0.09805047402857524
AL,82,area_code_408,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0,49.87,546.1,324,0.09132027101263504
PA,65,area_code_415,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0,66.91000000000001,646.3999999999999,285,0.10351175742574262
AK,52,area_code_510,0,0,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,0,49.89,493.8,275,0.10103280680437424
MS,136,area_code_415,0,1,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0,56.72,574.4,288,0.09874651810584958
IA,75,area_code_415,0,0,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,0,49.269999999999996,518.4,307,0.09504243827160494
WY,146,area_code_408,0,0,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0,54.79,615.7,250,0.08898814357641707
NE,105,area_code_408,0,0,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,0,58.31,600.6,320,0.09708624708624708
ND,48,area_code_415,0,0,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0,63.48000000000001,574.4,286,0.11051532033426187
CT,45,area_code_415,0,0,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,0,64.38,696.3000000000001,301,0.09246014648858249
NC,106,area_code_415,0,1,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,0,67.14,609.3000000000001,300,0.11019202363367799
CT,33,area_code_510,0,0,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0,59.50000000000001,571.3,247,0.10414843339751446
ND,68,area_code_408,0,0,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,0,61.5,577.1999999999999,348,0.10654885654885655
WA,106,area_code_408,0,0,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0,64.58,621.0999999999999,258,0.10397681532764451
NV,141,area_code_415,0,0,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,0,56.92999999999999,536.1,286,0.10619287446371943
CO,98,area_code_408,0,0,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0,66.75,592.5,340,0.11265822784810127
KS,94,area_code_510,0,1,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,0,58.93000000000001,480.6,265,0.12261756138160633
CO,65,area_code_510,0,0,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0,54.18999999999999,546.4,278,0.09917642752562224
MO,85,area_code_415,0,0,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0,55.74,594.9999999999999,338,0.09368067226890758
MA,71,area_code_510,0,0,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1,85.52999999999999,817.6999999999999,334,0.10459826342179282
NY,112,area_code_408,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0,33.97,372.6,315,0.09117015566290927
AK,110,area_code_415,0,0,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0,52.83,555.1,305,0.09517204107368041
WI,111,area_code_415,0,0,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0,71.81,655.1,301,0.10961685238894825
NH,74,area_code_408,0,0,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1,80.07,723.8000000000001,306,0.11062448190107763
TN,105,area_code_510,0,0,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0,46.02,472.29999999999995,273,0.09743806902392549
NY,40,area_code_408,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0,70.55000000000001,639.0,272,0.11040688575899846
GA,128,area_code_408,1,1,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1,64.92999999999999,615.1,302,0.10556007153308404
MN,123,area_code_408,0,0,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,1,76.38000000000001,747.1999999999999,308,0.1022216274089936
MI,122,area_code_510,0,0,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0,52.739999999999995,535.2,252,0.09854260089686097
ID,114,area_code_408,0,1,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0,57.42,568.8000000000001,325,0.10094936708860759
CT,102,area_code_415,0,1,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0,49.599999999999994,512.5,284,0.09678048780487804
NC,126,area_code_415,0,0,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0,47.14,574.4,267,0.08206824512534819
LA,150,area_code_415,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1,51.559999999999995,519.3000000000001,277,0.09928750240708643
NJ,60,area_code_408,0,0,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1,85.09,799.9000000000001,298,0.10637579697462182
TX,123,area_code_408,0,0,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0,70.28,621.0,287,0.11317230273752013
CA,138,area_code_510,1,0,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,1,62.910000000000004,620.3000000000001,324,0.1014186683862647
MD,29,area_code_510,0,0,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0,54.51,484.8,237,0.11243811881188118
WY,111,area_code_415,0,0,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0,63.11000000000001,581.5,338,0.10852966466036115
TX,37,area_code_510,1,0,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1,57.79,592.0999999999999,306,0.09760175646005743
CA,111,area_code_408,0,0,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,1,76.63,735.6,297,0.10417346383904295
UT,81,area_code_510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0,58.69,614.2,261,0.09555519374796483
WA,46,area_code_510,0,0,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0,48.87,525.8000000000001,299,0.09294408520349941
MS,69,area_code_510,0,1,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,0,83.32999999999998,803.6999999999999,272,0.1036829662809506
OH,125,area_code_408,0,0,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0,42.28999999999999,464.3,281,0.09108335128149901
KS,43,area_code_415,0,0,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0,33.74,478.09999999999997,316,0.07057101024890192
RI,127,area_code_415,0,1,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,0,55.45,625.1999999999999,254,0.08869161868202177
IN,94,area_code_510,0,0,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0,71.43,698.0,315,0.1023352435530086
VT,46,area_code_408,0,0,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0,63.71,630.4000000000001,279,0.10106281725888323
MT,73,area_code_408,0,1,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0,44.08,469.59999999999997,299,0.09386712095400342
CT,146,area_code_408,0,1,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,0,61.02,690.3,361,0.08839634941329857
NM,93,area_code_415,0,0,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0,72.7,671.1,292,0.10832960810609447
OH,52,area_code_408,0,1,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0,54.94,599.5,267,0.09164303586321934
GA,202,area_code_510,0,0,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,0,44.79,485.8,326,0.09219843557019348
MN,129,area_code_510,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0,63.59,625.6999999999999,287,0.10163017420489054
CT,94,area_code_415,0,0,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,0,69.19,700.4,240,0.0987864077669903
AL,100,area_code_415,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0,55.85,543.2,352,0.10281664212076583
WV,43,area_code_415,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0,69.66999999999999,680.1999999999999,299,0.1024257571302558
NH,130,area_code_415,0,0,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0,63.51,591.5999999999999,309,0.1073529411764706
WY,124,area_code_415,0,0,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0,64.02,663.9,345,0.09643018526886579
VA,92,area_code_510,1,0,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,1,76.53999999999999,755.9000000000001,335,0.10125677999735412
VT,48,area_code_415,0,0,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,0,59.79,592.0,280,0.10099662162162162
OH,98,area_code_510,0,1,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0,50.349999999999994,583.7,319,0.08626006510193591
MT,100,area_code_415,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1,44.25000000000001,465.6,329,0.09503865979381444
MA,79,area_code_415,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0,48.62,479.50000000000006,307,0.1013972888425443
VA,164,area_code_415,0,0,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0,46.309999999999995,471.90000000000003,244,0.09813519813519812
NM,105,area_code_415,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0,64.64,681.3999999999999,310,0.09486351628999122
AR,89,area_code_408,1,0,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0,59.37,541.1999999999999,329,0.10970066518847008
NE,126,area_code_415,0,0,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1,75.67000000000002,691.2,303,0.10947627314814816
WY,96,area_code_408,0,0,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,0,56.53,606.4,274,0.09322229551451187
IA,120,area_code_415,0,1,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0,74.53999999999999,621.1999999999999,260,0.1199935608499678
SC,212,area_code_415,0,0,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1,75.86000000000001,724.4,348,0.10472114853672007
NC,72,area_code_415,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0,50.5,564.4,318,0.08947554925584691
HI,155,area_code_415,1,1,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,0,57.42,508.7,337,0.11287595832514252
UT,89,area_code_415,0,0,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0,39.660000000000004,424.7,287,0.09338356486931954
WY,126,area_code_408,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0,70.76,741.9000000000001,352,0.09537673540908478
AL,172,area_code_408,0,0,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,1,78.52999999999999,707.1,324,0.11105925611653229
VA,75,area_code_415,0,0,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,0,67.12,640.1999999999999,307,0.1048422368009997
WI,143,area_code_510,0,0,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0,56.62,557.6,335,0.10154232424677187
FL,166,area_code_510,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1,44.72,560.5,284,0.07978590544157002
KS,132,area_code_415,0,0,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,0,63.910000000000004,665.0999999999999,329,0.09609081341151708
NV,94,area_code_408,1,0,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1,54.02,610.1999999999999,278,0.08852835136020978
NY,99,area_code_415,0,0,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,0,56.260000000000005,545.2,256,0.10319148936170212
VA,136,area_code_415,0,1,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0,71.81,725.1,314,0.0990346159150462
KS,119,area_code_415,0,0,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,0,73.53999999999999,716.8,308,0.10259486607142856
NC,115,area_code_510,1,0,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1,72.17,632.0,281,0.11419303797468355
MO,160,area_code_415,0,0,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,0,61.32999999999999,605.9,321,0.10122132365076744
ND,166,area_code_510,0,0,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0,64.22,598.4000000000001,291,0.10731951871657752
CA,120,area_code_510,0,0,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0,52.81,584.0,318,0.09042808219178082
WV,173,area_code_415,0,0,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0,54.56,479.5,355,0.1137851929092805
IL,156,area_code_415,0,0,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0,60.040000000000006,621.0,269,0.096682769726248
NY,70,area_code_415,0,0,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0,63.76,668.6,305,0.09536344600658091
NV,41,area_code_510,0,0,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0,60.11,607.8,319,0.09889766370516619
AL,132,area_code_408,0,0,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0,64.27000000000001,607.4000000000001,262,0.10581165623971024
KS,47,area_code_510,1,0,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1,33.800000000000004,392.59999999999997,346,0.0860927152317881
ND,160,area_code_510,0,0,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0,37.86,372.09999999999997,292,0.10174684224670788
OK,180,area_code_415,0,0,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0,50.739999999999995,516.5,322,0.0982381413359148
UT,93,area_code_415,0,0,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0,58.339999999999996,612.5,264,0.09524897959183673
OH,109,area_code_415,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0,61.8,637.9,281,0.09688038877567016
WY,80,area_code_510,0,0,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0,47.730000000000004,509.29999999999995,310,0.09371686628706069
NM,54,area_code_415,0,1,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0,39.7,396.3,310,0.10017663386323493
AL,121,area_code_415,0,0,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0,52.0,562.0,341,0.09252669039145907
DC,157,area_code_510,0,1,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,0,67.47999999999999,632.6,334,0.10667088207398037
ID,170,area_code_510,0,1,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,0,65.36,676.9,330,0.09655783719899542
AR,138,area_code_510,0,0,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0,60.790000000000006,621.0,350,0.09789049919484703
ID,92,area_code_415,0,1,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0,65.38,678.5,303,0.0963596168017686
TX,126,area_code_415,0,0,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,0,57.29,545.0,306,0.10511926605504587
NM,41,area_code_415,0,0,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1,80.39,796.6,286,0.10091639467737885
WA,167,area_code_415,0,0,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1,56.580000000000005,571.4,304,0.09901995099754989
UT,91,area_code_510,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0,60.83,687.6999999999999,316,0.08845426784935292
RI,127,area_code_510,0,0,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0,41.29,444.9,319,0.09280737244324568
NC,88,area_code_408,0,1,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0,48.74,545.3,304,0.08938199156427655
RI,113,area_code_415,0,0,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0,37.54,404.0,314,0.09292079207920792
NY,78,area_code_510,0,0,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0,57.04,588.4,283,0.09694085656016316
TX,123,area_code_408,0,0,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0,72.89,668.1999999999999,271,0.10908410655492369
DE,136,area_code_408,1,1,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,0,47.45,568.2,292,0.08350932770151355
